ID_wyscigu,ID_Regat,Numer_wyscigu,Finalowy
95158478,99194464,1,False
10164333,99194464,2,False
78792350,99194464,3,False
49488836,99194464,4,False
94400432,99194464,5,False
20315379,99194464,6,False
20611740,99194464,7,False
28917660,99194464,8,False
58678967,99194464,9,False
93262944,99194464,10,False
22344339,99194464,11,False
93613839,99194464,12,False
96367843,99194464,13,False
82324271,99194464,14,False
11928401,99194464,15,False
27396304,99194464,16,False
74331278,99194464,17,False
47409268,99194464,18,False
63913808,90193164,1,False
98881818,90193164,2,False
31217293,90193164,3,False
43450607,90193164,4,False
81011921,90193164,5,False
76586715,90193164,6,False
69525636,90193164,7,False
57926344,90193164,8,False
68770420,90193164,9,False
42095056,90193164,10,False
40593295,90193164,11,False
78669143,90193164,12,False
56917135,39885461,1,False
19287685,39885461,2,False
97616046,39885461,3,False
61372341,39885461,4,False
40645410,39885461,5,False
54004647,39885461,6,False
56011172,39885461,7,False
11097575,39885461,8,False
15601875,39885461,9,False
75578697,39885461,10,False
73738621,39885461,11,False
26615959,39885461,12,False
30551147,39885461,13,False
92635854,39885461,14,False
44757489,39885461,15,False
15189074,16400118,1,False
91048939,16400118,2,False
68998214,16400118,3,False
87895614,16400118,4,False
47551998,16400118,5,False
9948115,16400118,6,False
34008829,96787646,1,False
53676151,96787646,2,False
89653193,96787646,3,False
84638398,96787646,4,False
82493915,96787646,5,False
41515994,96787646,6,False
47056985,96787646,7,False
96788606,96787646,8,False
34027180,96787646,9,False
5299689,96787646,10,False
50703394,96787646,11,False
19892586,96787646,12,False
91321258,96787646,13,False
59786661,96787646,14,False
81953777,96787646,15,False
11268875,61637084,1,False
80635105,61637084,2,False
82794258,61637084,3,False
84029861,61637084,4,False
66368510,61637084,5,False
5251615,11173302,1,False
42725657,11173302,2,False
33689488,11173302,3,False
66293235,11173302,4,False
86446975,11173302,5,False
96432941,11173302,6,False
39090361,11173302,7,False
22176482,11173302,8,False
62581765,11173302,9,False
27423829,11173302,10,False
53646297,11173302,11,False
98359783,11173302,12,False
40408463,11173302,13,False
58047198,11173302,14,False
57883924,11173302,15,False
90646400,56595466,1,False
88407388,56595466,2,False
15479323,56595466,3,False
58792979,56595466,4,False
21044606,56595466,5,False
20522304,56595466,6,False
32344330,56595466,7,False
70438078,56595466,8,False
30789057,56595466,9,False
36145374,56595466,10,False
75142386,56595466,11,False
50568944,79772225,1,False
94713067,79772225,2,False
89625407,79772225,3,False
21711068,79772225,4,False
31076210,79772225,5,False
23042356,79772225,6,False
63535404,79772225,7,False
23644797,79772225,8,False
79560247,79772225,9,False
84259688,79772225,10,False
72117849,79772225,11,False
37318437,79772225,12,False
89155148,79772225,13,False
46152592,20201142,1,False
12177785,20201142,2,False
83799132,20201142,3,False
66790593,20201142,4,False
7491162,20201142,5,False
89604984,20201142,6,False
1730011,20201142,7,False
67212598,20201142,8,False
89544964,20201142,9,False
9489234,20201142,10,False
18575168,20201142,11,False
37358298,20201142,12,False
71717855,20201142,13,False
26371834,96613811,1,False
75613724,96613811,2,False
75080825,96613811,3,False
44641029,96613811,4,False
51605728,96613811,5,False
87931328,96613811,6,False
44083005,96613811,7,False
81902113,96613811,8,False
38224899,96613811,9,False
11476875,96613811,10,False
98652747,96613811,11,False
16825540,96613811,12,False
79787572,96613811,13,False
61671673,96613811,14,False
52916651,68966834,1,False
86742280,68966834,2,False
48319212,68966834,3,False
87099212,68966834,4,False
74705364,68966834,5,False
58745698,68966834,6,False
50876251,68966834,7,False
37622054,68966834,8,False
6255790,68966834,9,False
85419061,31071604,1,False
57376538,31071604,2,False
66586774,31071604,3,False
59559800,31071604,4,False
6973817,31071604,5,False
2572610,31071604,6,False
17447608,31071604,7,False
34352116,31071604,8,False
19261388,31071604,9,False
33367749,31071604,10,False
85776451,31071604,11,False
40282305,31071604,12,False
50090210,31071604,13,False
99801010,59609769,1,False
60118592,59609769,2,False
17362010,59609769,3,False
56689855,59609769,4,False
92451327,59609769,5,False
45705359,59609769,6,False
33453089,59609769,7,False
37776849,59609769,8,False
61366625,59609769,9,False
46416270,59609769,10,False
55746897,59609769,11,False
13452466,51626046,1,False
73073452,51626046,2,False
15973047,51626046,3,False
56262529,51626046,4,False
39469219,51626046,5,False
35519396,51626046,6,False
87225502,51626046,7,False
48381124,51626046,8,False
92051845,51626046,9,False
32850451,51626046,10,False
76561225,51626046,11,False
89622239,51626046,12,False
14027721,51626046,13,False
71090210,72870325,1,False
98692755,72870325,2,False
8461682,72870325,3,False
81464977,72870325,4,False
72392311,72870325,5,False
99643076,72870325,6,False
78441315,72870325,7,False
78584652,72870325,8,False
92776329,72870325,9,False
16754794,72870325,10,False
90546048,72870325,11,False
35698613,72870325,12,False
98549266,72870325,13,False
52793029,10285883,1,False
52469784,10285883,2,False
75873347,10285883,3,False
54917095,10285883,4,False
99031898,10285883,5,False
57213767,10285883,6,False
47272319,10285883,7,False
15175743,10285883,8,False
91307796,10285883,9,False
74108418,10285883,10,False
78734207,10285883,11,False
40608446,10285883,12,False
13591890,10285883,13,False
13932994,10285883,14,False
68728577,50632845,1,False
33273748,50632845,2,False
43495236,50632845,3,False
51616493,50632845,4,False
24363227,50632845,5,False
96337138,50632845,6,False
13364188,50632845,7,False
2516236,50632845,8,False
40035427,50632845,9,False
84813468,50632845,10,False
47074949,50632845,11,False
15272233,50632845,12,False
88592781,60773118,1,False
97621328,60773118,2,False
65916035,60773118,3,False
39936529,60773118,4,False
45910789,60773118,5,False
34834952,23242296,1,False
14758894,23242296,2,False
65409348,23242296,3,False
11773348,23242296,4,False
17696366,23242296,5,False
138801,23242296,6,False
66196175,23242296,7,False
35300972,23242296,8,False
30776391,23242296,9,False
47165907,23242296,10,False
21123409,23242296,11,False
13749476,23242296,12,False
58234947,23242296,13,False
63565105,32915456,1,False
98509489,32915456,2,False
16748448,32915456,3,False
13844239,32915456,4,False
37260041,32915456,5,False
96344775,32915456,6,False
11311215,32915456,7,False
89156148,32915456,8,False
56514672,32915456,9,False
74286716,32915456,10,False
17381538,32915456,11,False
44230068,32915456,12,False
21804981,32915456,13,False
96576557,32915456,14,False
61612958,8389469,1,False
21134369,8389469,2,False
63311553,8389469,3,False
89820175,8389469,4,False
55179857,8389469,5,False
35070569,8389469,6,False
21273123,8389469,7,False
21481108,8389469,0,True
78765178,16432618,1,False
80928994,16432618,2,False
58086279,16432618,3,False
53695792,16432618,4,False
22614292,16432618,5,False
79833474,16432618,6,False
1656268,16432618,7,False
66555280,16432618,8,False
25456159,16432618,9,False
64887292,16432618,10,False
84014342,16432618,11,False
26234190,16432618,0,True
47061427,19492707,1,False
68179036,19492707,2,False
69746706,19492707,3,False
99153629,19492707,4,False
12208248,19492707,5,False
32454426,19492707,6,False
4805377,19492707,7,False
91951930,19492707,8,False
39200759,19492707,9,False
44969305,19492707,10,False
1903620,19492707,11,False
82739982,19492707,12,False
92109710,19492707,13,False
69460679,19492707,14,False
81329685,19492707,0,True
1612391,69259421,1,False
960995,69259421,2,False
67894839,69259421,3,False
76456922,69259421,4,False
23340623,69259421,5,False
35420004,69259421,6,False
91192202,69259421,7,False
22238147,69259421,8,False
14327726,69259421,9,False
51655978,69259421,10,False
36646608,69259421,11,False
71843146,69259421,12,False
57116103,69259421,13,False
64534107,87373489,1,False
43791329,87373489,2,False
75007973,87373489,3,False
40268151,87373489,4,False
89484136,87373489,5,False
35579421,87373489,6,False
50525751,87373489,7,False
21915677,87373489,8,False
14373557,87373489,9,False
73799008,87373489,10,False
50630381,16117658,2,False
67900623,16117658,3,False
15348702,16117658,4,False
58570167,16117658,5,False
35133569,16117658,6,False
2218114,16117658,7,False
66340676,16117658,8,False
85436998,16117658,9,False
67388143,16117658,10,False
34985354,16117658,11,False
29352261,16117658,12,False
45642110,79701472,1,False
53712339,79701472,2,False
20776504,79701472,3,False
88040803,79701472,4,False
54013601,79701472,5,False
64400944,79701472,6,False
51837881,79701472,7,False
54671385,79701472,8,False
33666732,79701472,9,False
67028683,79701472,10,False
98275685,79701472,11,False
31137531,79701472,12,False
17144545,79701472,13,False
35301134,79701472,14,False
27757259,79701472,15,False
31781499,65285653,1,False
23315710,65285653,2,False
82884610,65285653,3,False
43538686,65285653,4,False
8575304,65285653,5,False
47182580,65285653,6,False
65025594,65285653,7,False
88607639,65285653,8,False
39899245,51774063,1,False
46696706,51774063,2,False
27354719,51774063,3,False
23162636,51774063,4,False
63577055,51774063,5,False
61021108,51774063,6,False
82948254,51774063,7,False
63510805,51774063,8,False
15507243,51774063,9,False
15177722,72731202,1,False
23986305,72731202,2,False
58302938,72731202,3,False
69215051,72731202,4,False
35400143,72731202,5,False
5440379,72731202,6,False
18641119,72731202,7,False
92784451,72731202,8,False
89566611,72731202,9,False
75937965,72731202,10,False
44664935,71128501,1,False
52517642,71128501,2,False
72618224,71128501,3,False
24812648,71128501,4,False
67303328,71128501,5,False
76525525,71128501,6,False
43787408,98027676,1,False
23598062,98027676,2,False
9730103,98027676,3,False
93803456,98027676,4,False
90033922,98027676,5,False
63100327,98027676,6,False
21912471,98027676,7,False
90162499,98027676,8,False
89216848,98027676,9,False
53011928,98027676,10,False
32672893,98027676,11,False
60869009,98027676,12,False
38808090,98027676,13,False
27065248,98027676,14,False
88584137,98027676,15,False
85284286,98027676,16,False
49774563,98027676,17,False
55090013,98027676,18,False
11567738,98027676,19,False
98297352,98027676,20,False
51128143,98027676,21,False
66538135,98027676,22,False
82194218,98027676,23,False
90050621,98027676,24,False
16556341,75270731,1,False
6990805,75270731,2,False
36553150,75270731,3,False
19155928,75270731,4,False
33685842,75270731,5,False
17875383,75270731,6,False
67801755,75270731,7,False
70891297,75270731,8,False
97761630,75270731,9,False
89872255,75270731,10,False
17806616,75270731,11,False
37272278,75270731,12,False
23265372,75270731,13,False
36848132,75270731,14,False
27220543,75270731,15,False
45095088,44960821,1,False
70307628,44960821,2,False
67837975,44960821,3,False
56100586,44960821,4,False
52247218,44960821,5,False
14878837,44960821,6,False
17411409,44960821,7,False
58099105,44960821,8,False
58549010,44960821,9,False
78026289,44960821,10,False
25956435,44960821,11,False
83503996,44960821,12,False
46460625,44960821,13,False
34757995,44960821,14,False
9044993,44960821,15,False
45729581,44960821,16,False
47113663,44960821,17,False
8930074,44960821,18,False
43505297,44960821,19,False
8455028,44960821,20,False
17926643,44960821,21,False
12301209,39731721,1,False
15595527,39731721,2,False
74843941,39731721,3,False
78337783,39731721,4,False
72295409,39731721,5,False
780039,39731721,6,False
55787757,39731721,7,False
36397491,39731721,8,False
23374676,39731721,9,False
95611635,39731721,10,False
70070488,39731721,11,False
66605556,39731721,12,False
77576138,39731721,13,False
75037955,39731721,14,False
88188219,39731721,15,False
68727663,39731721,16,False
76502756,39731721,17,False
59325469,39731721,18,False
65899034,39731721,19,False
89359464,39731721,20,False
16940034,77100366,1,False
66369873,77100366,2,False
52608027,77100366,3,False
19071993,77100366,4,False
64074362,77100366,5,False
75553068,77100366,6,False
98094781,77100366,7,False
28070015,77100366,8,False
7360811,77100366,9,False
59189890,77100366,10,False
63149617,77100366,11,False
14453711,77100366,12,False
53733842,77100366,13,False
52536772,77100366,14,False
99189746,77100366,15,False
73932889,77100366,16,False
32347789,77100366,17,False
33838906,77100366,18,False
14841181,42322105,1,False
41858754,42322105,2,False
47938599,42322105,3,False
3854130,42322105,4,False
39103887,42322105,5,False
52133740,42322105,6,False
66655720,42322105,7,False
7383424,42322105,8,False
75550871,42322105,9,False
29449120,42322105,10,False
44660925,42322105,11,False
38354687,42322105,12,False
2046722,42322105,13,False
526343,42322105,14,False
12139533,42322105,15,False
24594770,42322105,16,False
19307584,73972099,1,False
52296235,73972099,2,False
27123262,73972099,3,False
34755141,73972099,4,False
41226239,73972099,5,False
69219877,73972099,6,False
37639906,73972099,7,False
98081661,73972099,8,False
1193193,73972099,9,False
87734031,73972099,10,False
79444346,73972099,11,False
6893400,73972099,12,False
71733352,73972099,13,False
52086385,73972099,14,False
35271001,73972099,15,False
1962757,73972099,16,False
27607797,73972099,17,False
40646197,73972099,18,False
48216381,73972099,19,False
208659,73972099,20,False
85847624,73972099,21,False
66496201,73972099,22,False
46747004,73972099,23,False
88266934,73972099,24,False
10298396,73972099,25,False
92622703,73972099,26,False
26386555,1584594,1,False
58713653,1584594,2,False
71114505,1584594,3,False
30754583,1584594,4,False
87592154,1584594,5,False
98821488,1584594,6,False
14186101,1584594,7,False
78286505,1584594,8,False
80952277,1584594,9,False
80719436,1584594,10,False
1866677,1584594,11,False
98156848,1584594,12,False
90545286,1584594,13,False
22562408,1584594,14,False
86384344,1584594,15,False
65734973,1584594,16,False
6558432,1584594,17,False
12033131,1584594,18,False
34707026,1584594,19,False
92771909,1584594,20,False
57320994,46476906,1,False
26004031,46476906,2,False
42163611,46476906,3,False
89201045,46476906,4,False
58341710,46476906,5,False
96203296,46476906,6,False
84008404,46476906,7,False
49413214,46476906,8,False
16680302,46476906,9,False
52939239,46476906,10,False
54968361,46476906,11,False
19690214,46476906,12,False
23395546,46476906,13,False
63182620,46476906,14,False
89470602,46476906,15,False
99812860,46476906,16,False
94980224,46476906,17,False
67730039,46476906,18,False
52332534,46476906,19,False
57304906,46476906,20,False
28957878,46476906,21,False
9395757,46476906,22,False
62504747,46476906,23,False
31929099,46476906,24,False
65728667,46476906,25,False
65874786,46476906,26,False
47264971,34786669,1,False
76249989,34786669,2,False
5511604,34786669,3,False
32824301,34786669,4,False
350919,34786669,5,False
29409356,34786669,6,False
16196349,34786669,7,False
90154495,34786669,8,False
71175339,34786669,9,False
79997684,34786669,10,False
58791567,34786669,11,False
82231960,34786669,12,False
24684776,34786669,13,False
81747230,34786669,14,False
3416422,59734039,1,False
76267507,59734039,2,False
15481950,59734039,3,False
95423081,59734039,4,False
16251074,59734039,5,False
53653775,59734039,6,False
34043045,59734039,7,False
29000932,59734039,8,False
16860843,59734039,9,False
60243057,59734039,10,False
18596175,59734039,11,False
4727891,59734039,12,False
94152089,59734039,13,False
56453907,59734039,14,False
31480866,59734039,15,False
36676783,59734039,16,False
96620439,59734039,17,False
67275700,59734039,18,False
60988710,80803598,1,False
28463957,80803598,2,False
83747523,80803598,3,False
63029245,80803598,4,False
94753458,80803598,5,False
79577393,80803598,6,False
50030723,80803598,7,False
31381239,80803598,8,False
41683847,80803598,9,False
12786790,80803598,10,False
50789145,80803598,11,False
93239549,80803598,12,False
41920752,80803598,13,False
96524422,80803598,14,False
58232821,80803598,15,False
23404478,80803598,16,False
11035564,80803598,17,False
64263311,80803598,18,False
40071058,80803598,19,False
68250653,80803598,20,False
52516788,80803598,21,False
49633550,80803598,22,False
31755781,80803598,23,False
91130988,80803598,24,False
52826252,80803598,25,False
10283037,80803598,26,False
56810418,16861691,1,False
17125143,16861691,2,False
56585357,16861691,3,False
20091999,16861691,4,False
49633111,16861691,5,False
80386573,16861691,6,False
74561126,16861691,7,False
70478674,52984811,1,False
10571389,52984811,2,False
98025517,52984811,3,False
35364892,52984811,4,False
93678929,52984811,5,False
8189601,52984811,6,False
1540936,52984811,7,False
45095437,52984811,8,False
98986949,52984811,9,False
85147964,52984811,10,False
81881367,52984811,11,False
93311407,52984811,12,False
74825434,52984811,13,False
91448818,52984811,14,False
54220153,52984811,15,False
23314882,52984811,16,False
84244892,52984811,17,False
23851549,52984811,18,False
66045383,52984811,19,False
95919733,52984811,20,False
26694370,52984811,21,False
91601677,52984811,22,False
31010092,52984811,23,False
70723126,52984811,24,False
98151844,52984811,25,False
65365821,52984811,26,False
32258025,52984811,27,False
60851757,85657695,1,False
64233506,85657695,2,False
24326347,85657695,3,False
36632652,85657695,4,False
37734886,85657695,5,False
47156393,85657695,6,False
68726837,85657695,7,False
30677689,85657695,8,False
20058261,85657695,9,False
86527252,85657695,10,False
30300363,85657695,11,False
18508406,85657695,12,False
85477069,85657695,13,False
45458248,85326506,1,False
52154487,85326506,2,False
66135623,85326506,3,False
72495350,85326506,4,False
93099157,85326506,5,False
81945846,85326506,6,False
94399313,85326506,7,False
94305207,85326506,8,False
78246807,85326506,9,False
8110448,85326506,10,False
46378358,85326506,11,False
80349071,85326506,12,False
25586262,85326506,13,False
10328088,85326506,14,False
14285096,85326506,15,False
68052636,85326506,16,False
31530972,85326506,17,False
94640189,85326506,18,False
86338101,85326506,19,False
81549904,85326506,20,False
6417530,85326506,21,False
77611172,85326506,22,False
71391786,85326506,23,False
87352033,85326506,24,False
36912286,76884717,1,False
70932320,76884717,2,False
83673406,76884717,3,False
3216569,76884717,4,False
5217731,76884717,5,False
8182901,76884717,6,False
2228923,76884717,7,False
64571290,76884717,8,False
42764700,76884717,9,False
22879297,76884717,10,False
2189720,76884717,11,False
10492249,76884717,12,False
95029907,76884717,13,False
60771479,42903369,1,False
48887088,42903369,2,False
43906560,42903369,3,False
38144980,42903369,4,False
24299137,42903369,5,False
61526300,42903369,6,False
66322431,42903369,7,False
8528811,42903369,8,False
43367021,42903369,9,False
27187115,79990660,1,False
55479901,79990660,2,False
60321730,79990660,3,False
63793674,79990660,4,False
39597751,79990660,5,False
16186781,79990660,6,False
47357383,79990660,7,False
12744248,79990660,8,False
42593376,79990660,9,False
18991045,79990660,10,False
32436448,79990660,11,False
58209963,23503367,1,False
13281479,23503367,2,False
19798054,23503367,3,False
87952500,23503367,4,False
49151689,23503367,5,False
24705282,23503367,6,False
10378819,23503367,7,False
16491276,23503367,8,False
50462640,23503367,9,False
65159415,23503367,10,False
94151827,23503367,11,False
75055046,23503367,12,False
94594180,23503367,13,False
91852025,56840754,1,False
74032983,56840754,2,False
14961816,56840754,3,False
54799426,56840754,4,False
73079867,56840754,5,False
37989934,56840754,6,False
19835759,56840754,7,False
93196876,56840754,8,False
42647118,56840754,9,False
67836531,56840754,10,False
43362619,56840754,11,False
44232716,56840754,12,False
27363697,56840754,13,False
99527307,56840754,14,False
34440399,56840754,15,False
80776874,81519758,1,False
80597479,81519758,2,False
59440113,81519758,3,False
87018645,81519758,4,False
391439,81519758,5,False
767820,81519758,6,False
45742213,81519758,7,False
37122733,81519758,8,False
9793917,81519758,9,False
59811225,81519758,10,False
77779147,81519758,11,False
32823273,81519758,12,False
94111624,81519758,13,False
476125,81519758,14,False
934264,40323829,1,False
86775788,40323829,2,False
49637822,40323829,3,False
71179331,40323829,4,False
21178741,40323829,5,False
16074965,40323829,6,False
4482395,40323829,7,False
99226988,40323829,8,False
66790124,40323829,9,False
26725161,40323829,10,False
21689275,40323829,11,False
40959251,40323829,12,False
10021753,27131848,1,False
58629556,27131848,2,False
30734636,27131848,3,False
2728101,27131848,4,False
60752863,27131848,5,False
96738733,27131848,6,False
49001701,27131848,7,False
79068180,27131848,8,False
67476479,27131848,9,False
37304251,27131848,10,False
97990693,27131848,11,False
66756175,79103275,1,False
35466641,79103275,2,False
35115420,79103275,3,False
66740917,79103275,4,False
47044421,79103275,5,False
91740166,79103275,6,False
96942068,79103275,7,False
29771135,79103275,8,False
99521167,79103275,9,False
68191915,79103275,10,False
97912515,79103275,11,False
9246675,11291612,1,False
35035490,11291612,2,False
5941136,11291612,3,False
4431848,11291612,4,False
62590074,11291612,5,False
1923615,11291612,6,False
57263959,48680673,1,False
32856669,48680673,2,False
28414441,48680673,3,False
18721769,48680673,4,False
84373477,48680673,5,False
1055209,48680673,6,False
22440667,48680673,7,False
39524171,48680673,8,False
10573240,48680673,9,False
53222645,48680673,10,False
16288442,48680673,11,False
56038563,78707344,1,False
81111105,78707344,2,False
12117186,78707344,3,False
42429115,78707344,4,False
19960768,78707344,5,False
56432696,78707344,6,False
435321,78707344,7,False
72383292,78707344,8,False
84190889,78707344,9,False
94853342,78707344,10,False
53269955,78707344,11,False
79027330,78707344,12,False
45863347,7819477,1,False
58787436,7819477,2,False
76772552,7819477,3,False
71734306,7819477,4,False
13050985,7819477,5,False
45426403,7819477,6,False
83451179,7819477,7,False
87764027,7819477,8,False
2623359,7819477,9,False
63404461,7819477,10,False
23846983,34461511,1,False
39095089,34461511,2,False
13280477,34461511,3,False
99809963,34461511,4,False
91122220,34461511,5,False
94290355,34461511,6,False
55096754,34461511,7,False
37704924,34461511,8,False
96377437,34461511,9,False
99155830,34461511,10,False
28856080,34461511,11,False
25083360,34461511,12,False
65494525,34461511,13,False
55359242,53378923,1,False
74285217,53378923,2,False
94153857,53378923,3,False
91977953,53378923,4,False
79874853,53378923,5,False
13710943,53378923,6,False
68487873,53378923,7,False
97675480,53378923,8,False
31660026,53378923,9,False
50603783,53378923,10,False
